[framework] 2018-01-08 09:48:33,102 - com.hogense.game.server.handler.LoginHttpServlet -519140159 [qtp71399214-17] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"萌萌1号","head":"http://192.168.1.115/head/1.jpg","sex":2,"openid":"hg_gst_867246020555000"}}
[framework] 2018-01-08 09:49:40,967 - com.hogense.game.server.handler.LoginHttpServlet -519208024 [qtp71399214-12] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"sex":2,"head":"http://192.168.1.115/head/4.jpg","nickname":"乐乐","openid":"hg_gst_869160024527857"}}
[framework] 2018-01-08 09:55:01,547 - com.hogense.game.server.handler.LoginHttpServlet -519528604 [qtp71399214-14] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"乐乐","head":"http://192.168.1.115/head/4.jpg","sex":2,"openid":"hg_gst_869160024527857"}}
[framework] 2018-01-08 10:27:24,741 - com.hogense.game.server.handler.LoginHttpServlet -521471798 [qtp71399214-17] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小贝贝","head":"http://192.168.1.115/head/4.jpg","sex":1,"openid":"hg_gst_863784027236863"}}
[framework] 2018-01-08 10:27:38,235 - com.hogense.game.server.handler.LoginHttpServlet -521485292 [qtp71399214-16] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"萌萌1号","head":"http://192.168.1.115/head/1.jpg","sex":2,"openid":"hg_gst_867246020555000"}}
[framework] 2018-01-08 10:27:57,491 - com.hogense.game.server.handler.LoginHttpServlet -521504548 [qtp71399214-12] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小贝贝","head":"http://192.168.1.115/head/4.jpg","sex":1,"openid":"hg_gst_863784027236863"}}
[framework] 2018-01-08 10:31:37,599 - com.hogense.game.server.handler.LoginHttpServlet -521724656 [qtp71399214-14] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小贝贝","head":"http://192.168.1.115/head/4.jpg","sex":1,"openid":"hg_gst_863784027236863"}}
[framework] 2018-01-08 10:31:45,045 - com.hogense.game.server.handler.LoginHttpServlet -521732102 [qtp71399214-12] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小小","head":"http://192.168.1.115/head/4.jpg","sex":2,"openid":"hg_gst_860646029446126"}}
[framework] 2018-01-08 10:36:23,941 - com.hogense.game.server.handler.LoginHttpServlet -522010998 [qtp71399214-10] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"乐乐","head":"http://192.168.1.115/head/4.jpg","sex":2,"openid":"hg_gst_869160024527857"}}
[framework] 2018-01-08 10:36:48,640 - com.hogense.game.server.handler.LoginHttpServlet -522035697 [qtp71399214-12] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"乐乐","head":"http://192.168.1.115/head/3.jpg","sex":1,"openid":"hg_gst_867061243200388"}}
[framework] 2018-01-08 10:45:38,697 - com.hogense.game.server.handler.LoginHttpServlet -522565754 [qtp71399214-16] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小贝贝","head":"http://192.168.1.115/head/4.jpg","sex":1,"openid":"hg_gst_863784027236863"}}
[framework] 2018-01-08 10:59:33,711 - com.hogense.game.server.handler.LoginHttpServlet -523400768 [qtp71399214-10] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"乐乐","head":"http://192.168.1.115/head/3.jpg","sex":1,"openid":"hg_gst_867061243200388"}}
[framework] 2018-01-08 11:00:49,266 - com.hogense.game.server.handler.LoginHttpServlet -523476323 [qtp71399214-11] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小贝贝","head":"http://192.168.1.115/head/4.jpg","sex":1,"openid":"hg_gst_863784027236863"}}
[framework] 2018-01-08 11:08:04,538 - com.hogense.game.server.handler.LoginHttpServlet -523911595 [qtp71399214-16] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"萌萌1号","head":"http://192.168.1.115/head/1.jpg","sex":2,"openid":"hg_gst_867246020555000"}}
[framework] 2018-01-08 11:16:55,850 - com.hogense.game.server.handler.LoginHttpServlet -524442907 [qtp71399214-10] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"萌萌1号","head":"http://192.168.1.115/head/1.jpg","sex":2,"openid":"hg_gst_867246020555000"}}
[framework] 2018-01-08 11:25:02,707 - com.hogense.game.server.handler.LoginHttpServlet -524929764 [qtp71399214-10] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小小","head":"http://192.168.1.115/head/4.jpg","sex":2,"openid":"hg_gst_860646029446126"}}
[framework] 2018-01-08 11:30:15,927 - com.hogense.game.server.handler.LoginHttpServlet -525242984 [qtp71399214-13] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小小","head":"http://192.168.1.115/head/4.jpg","sex":2,"openid":"hg_gst_860646029446126"}}
[framework] 2018-01-08 11:34:58,594 - com.hogense.game.server.handler.LoginHttpServlet -525525651 [qtp71399214-17] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小小","head":"http://192.168.1.115/head/4.jpg","sex":2,"openid":"hg_gst_860646029446126"}}
[framework] 2018-01-08 11:37:53,302 - com.hogense.game.server.handler.LoginHttpServlet -525700359 [qtp71399214-16] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小小","head":"http://192.168.1.115/head/4.jpg","sex":2,"openid":"hg_gst_860646029446126"}}
[framework] 2018-01-08 14:35:24,161 - com.hogense.game.server.handler.LoginHttpServlet -536351218 [qtp71399214-10] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小小","head":"http://192.168.1.115/head/4.jpg","sex":2,"openid":"hg_gst_860646029446126"}}
[framework] 2018-01-08 14:37:55,384 - com.hogense.game.server.handler.LoginHttpServlet -536502441 [qtp71399214-12] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"萌萌1号","head":"http://192.168.1.115/head/1.jpg","sex":2,"openid":"hg_gst_867246020555000"}}
[framework] 2018-01-08 14:40:51,335 - com.hogense.game.server.handler.LoginHttpServlet -536678392 [qtp71399214-14] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小贝贝","head":"http://192.168.1.115/head/4.jpg","sex":1,"openid":"hg_gst_863784027236863"}}
[framework] 2018-01-08 14:42:54,135 - com.hogense.game.server.handler.LoginHttpServlet -536801192 [qtp71399214-11] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"萌萌1号","head":"http://192.168.1.115/head/1.jpg","sex":2,"openid":"hg_gst_867246020555000"}}
[framework] 2018-01-08 14:44:14,253 - com.hogense.game.server.handler.LoginHttpServlet -536881310 [qtp71399214-13] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"萌萌1号","head":"http://192.168.1.115/head/1.jpg","sex":2,"openid":"hg_gst_867246020555000"}}
[framework] 2018-01-08 14:50:00,054 - com.hogense.game.server.handler.LoginHttpServlet -537227111 [qtp71399214-17] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"萌萌1号","head":"http://192.168.1.115/head/1.jpg","sex":2,"openid":"hg_gst_867246020555000"}}
[framework] 2018-01-08 14:50:04,653 - com.hogense.game.server.handler.LoginHttpServlet -537231710 [qtp71399214-11] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小贝贝","head":"http://192.168.1.115/head/4.jpg","sex":1,"openid":"hg_gst_863784027236863"}}
[framework] 2018-01-08 14:52:16,421 - com.hogense.game.server.handler.LoginHttpServlet -537363478 [qtp71399214-14] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小贝贝","head":"http://192.168.1.115/head/4.jpg","sex":1,"openid":"hg_gst_863784027236863"}}
[framework] 2018-01-08 15:07:47,740 - com.hogense.game.server.handler.LoginHttpServlet -538294797 [qtp71399214-17] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小贝贝","head":"http://192.168.1.115/head/4.jpg","sex":1,"openid":"hg_gst_863784027236863"}}
[framework] 2018-01-08 15:33:10,492 - com.hogense.game.server.handler.LoginHttpServlet -539817549 [qtp71399214-10] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小小","head":"http://192.168.1.115/head/4.jpg","sex":2,"openid":"hg_gst_860646029446126"}}
[framework] 2018-01-08 15:35:07,690 - com.hogense.game.server.handler.LoginHttpServlet -539934747 [qtp71399214-14] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小小","head":"http://192.168.1.115/head/4.jpg","sex":2,"openid":"hg_gst_860646029446126"}}
[framework] 2018-01-08 15:40:44,338 - com.hogense.game.server.handler.LoginHttpServlet -540271395 [qtp71399214-11] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小小","head":"http://192.168.1.115/head/4.jpg","sex":2,"openid":"hg_gst_860646029446126"}}
[framework] 2018-01-08 15:56:11,969 - com.hogense.game.server.handler.LoginHttpServlet -541199026 [qtp71399214-12] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"萌萌1号","head":"http://192.168.1.115/head/1.jpg","sex":2,"openid":"hg_gst_867246020555000"}}
[framework] 2018-01-08 16:01:24,826 - com.hogense.game.server.handler.LoginHttpServlet -541511883 [qtp71399214-16] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"乐乐","head":"http://192.168.1.115/head/4.jpg","sex":2,"openid":"hg_gst_869160024527857"}}
[framework] 2018-01-08 16:04:18,957 - com.hogense.game.server.handler.LoginHttpServlet -541686014 [qtp71399214-10] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"萌萌1号","head":"http://192.168.1.115/head/1.jpg","sex":2,"openid":"hg_gst_867246020555000"}}
[framework] 2018-01-08 16:04:24,431 - com.hogense.game.server.handler.LoginHttpServlet -541691488 [qtp71399214-11] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小贝贝","head":"http://192.168.1.115/head/4.jpg","sex":1,"openid":"hg_gst_863784027236863"}}
[framework] 2018-01-08 16:04:39,754 - com.hogense.game.server.handler.LoginHttpServlet -541706811 [qtp71399214-12] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"小小","head":"http://192.168.1.115/head/4.jpg","sex":2,"openid":"hg_gst_860646029446126"}}
[framework] 2018-01-08 16:09:40,174 - com.hogense.game.server.handler.LoginHttpServlet -542007231 [qtp71399214-16] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"萌萌1号","head":"http://192.168.1.115/head/1.jpg","sex":2,"openid":"hg_gst_867246020555000"}}
[framework] 2018-01-08 16:16:18,713 - com.hogense.game.server.handler.LoginHttpServlet -542405770 [qtp71399214-12] INFO  com.hogense.game.server.handler.LoginHttpServlet  - rec {"status":200,"msg":"成功","data":{"nickname":"萌萌1号","head":"http://192.168.1.115/head/1.jpg","sex":2,"openid":"hg_gst_867246020555000"}}
[framework] 2018-01-09 09:12:14,006 - com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry -603361063 [ZkClient-EventThread-22-192.168.1.125:2181] INFO  com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry  -  [DUBBO] Recover register url [consumer://192.168.1.125/com.hogense.roomgame.service.interfaces.AccountService?application=consumer-of-helloworld-app&category=consumers&check=false&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=914&side=consumer&timestamp=1514857028998], dubbo version: 2.5.3, current host: 192.168.1.125
[framework] 2018-01-09 09:12:14,007 - com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry -603361064 [ZkClient-EventThread-22-192.168.1.125:2181] INFO  com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry  -  [DUBBO] Recover subscribe url [consumer://192.168.1.125/com.hogense.roomgame.service.interfaces.AccountService?application=consumer-of-helloworld-app&category=providers,configurators,routers&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=914&side=consumer&timestamp=1514857028998], dubbo version: 2.5.3, current host: 192.168.1.125
[framework] 2018-01-09 09:12:14,009 - com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry -603361066 [ZkClient-EventThread-22-192.168.1.125:2181] INFO  com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry  -  [DUBBO] Notify urls for subscribe url consumer://192.168.1.125/com.hogense.roomgame.service.interfaces.AccountService?application=consumer-of-helloworld-app&category=providers,configurators,routers&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=914&side=consumer&timestamp=1514857028998, urls: [empty://192.168.1.125/com.hogense.roomgame.service.interfaces.AccountService?application=consumer-of-helloworld-app&category=providers&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=914&side=consumer&timestamp=1514857028998], dubbo version: 2.5.3, current host: 192.168.1.125
[framework] 2018-01-09 09:12:14,009 - com.alibaba.dubbo.remoting.transport.netty.NettyChannel -603361066 [ZkClient-EventThread-22-192.168.1.125:2181] INFO  com.alibaba.dubbo.remoting.transport.netty.NettyChannel  -  [DUBBO] Close netty channel [id: 0x2be79eb8, /192.168.1.125:55013 => /192.168.1.125:20881], dubbo version: 2.5.3, current host: 192.168.1.125
[framework] 2018-01-09 09:12:14,014 - com.alibaba.dubbo.rpc.protocol.dubbo.DubboProtocol -603361071 [DubboSharedHandler-thread-8] INFO  com.alibaba.dubbo.rpc.protocol.dubbo.DubboProtocol  -  [DUBBO] disconected from /192.168.1.125:20881,url:dubbo://192.168.1.125:20881/com.hogense.roomgame.service.interfaces.AccountService?actives=1000&anyhost=true&application=consumer-of-helloworld-app&check=false&codec=dubbo&dubbo=2.5.3&heartbeat=60000&interface=com.hogense.roomgame.service.interfaces.AccountService&loadbalance=random&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=914&retries=2&side=consumer&timeout=5000&timestamp=1514857028998, dubbo version: 2.5.3, current host: 192.168.1.125
[framework] 2018-01-09 09:12:14,015 - com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry -603361072 [ZkClient-EventThread-22-192.168.1.125:2181] INFO  com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry  -  [DUBBO] Notify urls for subscribe url consumer://192.168.1.125/com.hogense.roomgame.service.interfaces.AccountService?application=consumer-of-helloworld-app&category=providers,configurators,routers&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=914&side=consumer&timestamp=1514857028998, urls: [empty://192.168.1.125/com.hogense.roomgame.service.interfaces.AccountService?application=consumer-of-helloworld-app&category=configurators&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=914&side=consumer&timestamp=1514857028998], dubbo version: 2.5.3, current host: 192.168.1.125
[framework] 2018-01-09 09:12:14,021 - com.alibaba.dubbo.remoting.transport.AbstractClient -603361078 [ZkClient-EventThread-22-192.168.1.125:2181] INFO  com.alibaba.dubbo.remoting.transport.AbstractClient  -  [DUBBO] Successed connect to server /192.168.1.125:20881 from NettyClient 192.168.1.125 using dubbo version 2.5.3, channel is NettyChannel [channel=[id: 0x49a2ee50, /192.168.1.125:64518 => /192.168.1.125:20881]], dubbo version: 2.5.3, current host: 192.168.1.125
[framework] 2018-01-09 09:12:14,021 - com.alibaba.dubbo.remoting.transport.AbstractClient -603361078 [ZkClient-EventThread-22-192.168.1.125:2181] INFO  com.alibaba.dubbo.remoting.transport.AbstractClient  -  [DUBBO] Start NettyClient yangyangdeMacBook-Pro.local/192.168.1.125 connect to the server /192.168.1.125:20881, dubbo version: 2.5.3, current host: 192.168.1.125
[framework] 2018-01-09 09:12:14,024 - com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry -603361081 [ZkClient-EventThread-22-192.168.1.125:2181] INFO  com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry  -  [DUBBO] Notify urls for subscribe url consumer://192.168.1.125/com.hogense.roomgame.service.interfaces.AccountService?application=consumer-of-helloworld-app&category=providers,configurators,routers&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=914&side=consumer&timestamp=1514857028998, urls: [empty://192.168.1.125/com.hogense.roomgame.service.interfaces.AccountService?application=consumer-of-helloworld-app&category=routers&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=914&side=consumer&timestamp=1514857028998], dubbo version: 2.5.3, current host: 192.168.1.125
[framework] 2018-01-09 09:12:17,119 - com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry -603364176 [ZkClient-EventThread-22-192.168.1.125:2181] INFO  com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry  -  [DUBBO] Notify urls for subscribe url consumer://192.168.1.125/com.hogense.roomgame.service.interfaces.AccountService?application=consumer-of-helloworld-app&category=providers,configurators,routers&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=914&side=consumer&timestamp=1514857028998, urls: [dubbo://192.168.1.125:20881/com.hogense.roomgame.service.interfaces.AccountService?actives=1000&anyhost=true&application=hello-world-app&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&loadbalance=random&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=5728&retries=2&side=provider&threads=1024&timeout=5000&timestamp=1515131302515], dubbo version: 2.5.3, current host: 192.168.1.125
[framework] 2018-01-09 09:12:17,335 - com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry -603364392 [DubboRegistryFailedRetryTimer-thread-1] INFO  com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry  -  [DUBBO] Retry register [consumer://192.168.1.125/com.hogense.roomgame.service.interfaces.AccountService?application=consumer-of-helloworld-app&category=consumers&check=false&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=914&side=consumer&timestamp=1514857028998], dubbo version: 2.5.3, current host: 192.168.1.125
[framework] 2018-01-09 09:12:17,341 - com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry -603364398 [DubboRegistryFailedRetryTimer-thread-1] INFO  com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry  -  [DUBBO] Retry subscribe {consumer://192.168.1.125/com.hogense.roomgame.service.interfaces.AccountService?application=consumer-of-helloworld-app&category=providers,configurators,routers&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=914&side=consumer&timestamp=1514857028998=[com.alibaba.dubbo.registry.integration.RegistryDirectory@7ecc3b56]}, dubbo version: 2.5.3, current host: 192.168.1.125
[framework] 2018-01-09 09:12:17,355 - com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry -603364412 [DubboRegistryFailedRetryTimer-thread-1] INFO  com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry  -  [DUBBO] Notify urls for subscribe url consumer://192.168.1.125/com.hogense.roomgame.service.interfaces.AccountService?application=consumer-of-helloworld-app&category=providers,configurators,routers&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=914&side=consumer&timestamp=1514857028998, urls: [dubbo://192.168.1.125:20881/com.hogense.roomgame.service.interfaces.AccountService?actives=1000&anyhost=true&application=hello-world-app&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&loadbalance=random&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=5728&retries=2&side=provider&threads=1024&timeout=5000&timestamp=1515131302515, empty://192.168.1.125/com.hogense.roomgame.service.interfaces.AccountService?application=consumer-of-helloworld-app&category=configurators&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=914&side=consumer&timestamp=1514857028998, empty://192.168.1.125/com.hogense.roomgame.service.interfaces.AccountService?application=consumer-of-helloworld-app&category=routers&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=914&side=consumer&timestamp=1514857028998], dubbo version: 2.5.3, current host: 192.168.1.125
[framework] 2018-01-10 09:12:17,811 - com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry -689764868 [ZkClient-EventThread-22-192.168.1.125:2181] INFO  com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry  -  [DUBBO] Recover register url [consumer://192.168.1.125/com.hogense.roomgame.service.interfaces.AccountService?application=consumer-of-helloworld-app&category=consumers&check=false&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=914&side=consumer&timestamp=1514857028998], dubbo version: 2.5.3, current host: 192.168.1.125
[framework] 2018-01-10 09:12:17,816 - com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry -689764873 [ZkClient-EventThread-22-192.168.1.125:2181] INFO  com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry  -  [DUBBO] Recover subscribe url [consumer://192.168.1.125/com.hogense.roomgame.service.interfaces.AccountService?application=consumer-of-helloworld-app&category=providers,configurators,routers&dubbo=2.5.3&interface=com.hogense.roomgame.service.interfaces.AccountService&methods=getUserByOpenId,getUserByAccount,changeUserLockState,loginByThirdPart,loginByUid&pid=914&side=consumer&timestamp=1514857028998], dubbo version: 2.5.3, current host: 192.168.1.125
